approved	synonyms
AIM2	PYHIN4
AIMP1	SCYE1,EMAPII,EMAP-2,p43
AIMP2	p38,PRO0992,JTV-1,JTV1
AIP	XAP2,ARA9,FKBP16
AIPL1	LCA4
AIRE	APECED,PGA1,APS1
AJAP1	SHREW1,SHREW-1,MOT8
AJUBA	JUB,MGC15563
AK1	NA
AK2	NA
AK3	AK6,AK3L1,AKL3L1
AK4	AK3,AK3L1
AK5	NA
AK6	CINAP
AK7	FLJ32864
AK8	C9orf98,FLJ32704
AK9	C6orf224,AKD2,C6orf199,AKD1,FLJ42177,FLJ25791,dJ70A9.1,MGC26954
AKAP1	PRKA1,AKAP121,AKAP149,SAKAP84,S-AKAP84,AKAP84,D-AKAP1,PPP1R43,TDRD17
AKAP2	PRKA2,AKAP-KL,KIAA0920,DKFZp564L0716
AKAP3	FSP95,SOB1,AKAP110,CT82
AKAP4	p82,hAKAP82,AKAP82,Fsc1,HI,CT99
AKAP5	AKAP75,AKAP79
AKAP6	KIAA0311,mAKAP,AKAP100,PRKA6,ADAP6
AKAP7	AKAP18,AKAP15
AKAP8	AKAP95,DKFZp586B1222
AKAP8L	NAKAP95,HAP95
AKAP9	KIAA0803,AKAP350,AKAP450,CG-NAP,YOTIAO,HYPERION,PRKA9,MU-RMS-40.16A,PPP1R45,LQT11
AKAP10	D-AKAP2,PRKA10,MGC9414
AKAP11	KIAA0629,AKAP220,PRKA11,FLJ11304,DKFZp781I12161,PPP1R44
AKAP12	AKAP250,SSeCKS
AKAP13	LBC,Ht31,BRX,AKAP-Lbc,c-lbc,PROTO-LB,HA-3,ARHGEF13
AKAP14	AKAP28
AKAP17A	CXYorf3,SFRS17A,XE7,XE7Y,DXYS155E,MGC39904,721P,CCDC133
AKIP1	C11orf17,BCA3
AKIRIN1	C1orf108,FLJ12666
AKIRIN2	C6orf166,FLJ10342,dJ486L4.2
AKNA	KIAA1968
AKNAD1	C1orf62,MGC26989
AKR1A1	ALR,DD3
AKR1B1	ALDR1,AR
AKR1B10	AKR1B11,AKR1B12,ARL-1,HIS,ARL1,HSI,ALDRLn
AKR1B15	NA
AKR1C1	DDH1,DDH,MBAB,DD1,HAKRC
AKR1C2	DDH2,TDD,DD,BABP,DD2,HAKRD,MCDR2
AKR1C3	HSD17B5,KIAA0119,DDX,HAKRB,PGFS
AKR1C4	CHDR,DD4,HAKRA,C11,3-alpha-HSD,CDR,MGC22581
AKR1D1	SRD5B1
AKR1E2	AKRDC1,AKR1CL2,MGC10612
AKR7A2	AFAR
AKR7A3	NA
AKR7L	AFAR3
AKT1	RAC,PKB,PRKBA,AKT
AKT1S1	PRAS40,MGC2865,Lobe
AKT2	NA
AKT3	PKBG,RAC-gamma,PRKBG
AKTIP	FTS,FLJ13258
ALAD	ALADH,PBGS
ALAS1	ALAS3,ALAS
ALAS2	ASB
ALB	NA
ALCAM	CD166,MEMD
ALDH1A1	PUMB1,ALDH1,RALDH1
ALDH1A2	RALDH2
ALDH1A3	ALDH6,RALDH3
ALDH1B1	ALDH5,ALDHX
ALDH1L1	FTHFD,10-fTHF
ALDH1L2	FLJ38508,mtFDH
ALDH2	NA
ALDH3A1	ALDH3
ALDH3A2	SLS,ALDH10,FALDH
ALDH3B1	ALDH7
ALDH3B2	ALDH8
ALDH4A1	ALDH4,P5CDh
ALDH5A1	SSADH,SSDH
ALDH6A1	MMSDH
ALDH7A1	ATQ1,EPD,PDE
ALDH8A1	ALDH12
ALDH9A1	ALDH7,ALDH4,ALDH9,E3
ALDH16A1	MGC10204
ALDH18A1	GSAS,PYCS,P5CS
ALDOA	NA
ALDOB	NA
ALDOC	NA
ALG1	HMT-1,HMAT1
ALG1L	ALG1L1
ALG1L2	NA
ALG2	CDGIi,FLJ14511,hALPG2,NET38
ALG3	NOT56L,Not56,CDGS4,D16Ertd36e
ALG5	bA421P11.2
ALG6	NA
ALG8	MGC2840
ALG9	DIBD1
ALG10	FLJ14751,DIE2,ALG10A
ALG10B	KCR1
ALG11	KIAA0266
ALG12	ECM39
ALG13	GLT28D1,CXorf45,MDS031,YGL047W,FLJ23018,TDRD13
ALG14	MGC19780
ALK	CD246
ALKBH1	ALKBH,hABH,alkB,ABH
ALKBH2	MGC90512,ABH2
ALKBH3	DEPC-1
ALKBH4	FLJ20013
ALKBH5	OFOXD1,FLJ20308
ALKBH6	MGC15677
ALKBH7	SPATA11,MGC10974
ALKBH8	MGC10235
ALLC	ALC
ALMS1	KIAA0328
ALOX5	5-LOX
ALOX5AP	FLAP
ALOX12	12S-LOX
ALOX12B	12R-LOX
ALOX15	15-LOX-1
ALOX15B	15-LOX-2
ALOXE3	eLOX3,E-LOX
ALPI	NA
ALPK1	Lak,FLJ22670,KIAA1527
ALPK2	HAK
ALPK3	MAK,KIAA1330,Midori
ALPL	HOPS,TNSALP
ALPP	NA
ALPPL2	NA
ALS2	ALS2CR6
ALS2CL	FLJ36525,RN49018,DKFZp686I0110
ALS2CR11	FLJ25351
ALS2CR12	NA
ALX1	CART1
ALX3	FND
ALX4	PFM2,FPP,PFM,KIAA1788
ALYREF	THOC4,ALY,BEF,ALY/REF,REF
AMACR	RACE
AMBN	NA
AMBP	ITI,ITIL,UTI,HCP,EDC1,HI30,IATIL,ITILC
AMBRA1	FLJ20294,KIAA1736,WDR94,DCAF3
AMD1	SAMDC
AMDHD1	MGC35366
AMDHD2	CGI-14
AMELX	AMG,AIH1
AMELY	AMGL
AMER1	FAM123B,RP11-403E24.2,FLJ39827,WTX
AMER2	FAM123A,FLJ25477
AMER3	FAM123C,FLJ38377
AMFR	RNF45,gp78
AMH	MIS
AMHR2	MISR2,MISRII
AMICA1	Gm638,AMICA
AMIGO1	AMIGO,KIAA1163
AMIGO2	ALI1,DEGA
AMIGO3	NA
AMMECR1	NA
AMMECR1L	MGC4268
AMN	amnionless
AMN1	NA
AMOT	KIAA1071
AMOTL1	JEAP
AMOTL2	LCCP
AMPD1	MAD,MADA
AMPD2	SPG63
AMPD3	NA
AMPH	NA
AMT	GCST,NKH
AMTN	UNQ689,RSTI689
AMY1A	AMY1
AMY1B	AMY1
AMY1C	AMY1
AMY2A	AMY2
AMY2B	AMY2
AMZ1	KIAA1950
AMZ2	NA
ANAPC1	MCPR,TSG24,APC1
ANAPC2	APC2,KIAA1406
ANAPC4	APC4
ANAPC5	APC5
ANAPC7	APC7
ANAPC10	APC10,DOC1,DKFZP564L0562
ANAPC11	HSPC214,APC11,Apc11p,MGC882
ANAPC13	SWM1,APC13,DKFZP566D193
ANAPC15	C11orf51,HSPC020,DKFZP564M082,APC15
ANAPC16	C10orf104,bA570G20.3,FLJ33728,APC16,CENP-27
ANG	RNASE5
ANGEL1	KIAA0759,Ccr4e
ANGEL2	KIAA0759L,FLJ12793,Ccr4d
ANGPT1	KIAA0003,Ang1
ANGPT2	Ang2
ANGPT4	NA
ANGPTL1	ANGPT3,ANG3,AngY,ARP1
ANGPTL2	ARP2,HARP
ANGPTL3	ANGPT5
ANGPTL4	pp1158,PGAR,ARP4,HFARP,FIAF,NL2
ANGPTL5	NA
ANGPTL6	ARP5,AGF
ANGPTL7	CDT6,AngX
ANHX	NA
ANK1	ANK,SPH1
ANK2	LQT4
ANK3	NA
ANKAR	FLJ25415
ANKDD1A	FLJ25870
ANKDD1B	NA
ANKEF1	ANKRD5,FLJ21669,dJ839B4.6
ANKFN1	FLJ38335
ANKFY1	ANKHZN,KIAA1255,ZFYVE14,BTBD23,RANK-5
ANKH	CCAL2,CMDJ,HANK,ANK,CPPDD
ANKHD1	MASK,FLJ20288,FLJ11979,FLJ10042,FLJ14127,KIAA1085
ANKIB1	DKFZP434A0225,KIAA1386
ANKK1	X-kinase
ANKLE1	ANKRD41,FLJ39369,LEMD6
ANKLE2	KIAA0692,LEMD7,Lem4
ANKMY1	FLJ20499,ZMYND13
ANKMY2	DKFZP564O043,ZMYND20
ANKRA2	NA
ANKRD1	C-193,ALRP,CARP,CVARP,MCARP
ANKRD2	ARPP
ANKRD6	KIAA0957
ANKRD7	TSA806
ANKRD9	NA
ANKRD10	FLJ20093
ANKRD11	LZ16,T13
ANKRD12	KIAA0874,FLJ20053,GAC-1
ANKRD13A	ANKRD13,NY-REN-25
ANKRD13B	FLJ25555
ANKRD13C	DKFZP566D1346,dJ677H15.3
ANKRD13D	NA
ANKRD16	DKFZP434N1511
ANKRD17	GTAR,KIAA0697,FLJ22206,NY-BR-16
ANKRD18A	KIAA2015,FLJ35740
ANKRD18B	bA255A11.3
ANKRD20A1	ANKRD20A,DKFZp434A171
ANKRD20A2	NA
ANKRD20A3	NA
ANKRD20A4	OTTHUMG00000066855
ANKRD22	MGC22805
ANKRD23	DARP,FLJ32449,MARP3
ANKRD24	KIAA1981
ANKRD26	THC2,KIAA1074
ANKRD27	FLJ00040,DKFZp434L0718,VARP
ANKRD28	KIAA0379,PITK,PP6-ARS-A,PPP1R65
ANKRD29	FLJ25053
ANKRD30A	NY-BR-1
ANKRD30B	NY-BR-1.1
ANKRD30BL	NCRNA00164,ANKRD30BP3
ANKRD31	FLJ40191
ANKRD32	BRCTD1,DKFZp761C121,DKFZp564C0469
ANKRD33	C12orf7,DKFZp686O1689,PANKY
ANKRD33B	NA
ANKRD34A	ANKRD34
ANKRD34B	DP58
ANKRD34C	NA
ANKRD35	FLJ25124
ANKRD36	UNQ2430
ANKRD36B	KIAA1641,FLJ21281
ANKRD36C	DKFZp667P0924
ANKRD37	Lrp2bp
ANKRD39	MGC41816
ANKRD40	MGC15396
ANKRD42	FLJ37874,SARP,PPP1R79
ANKRD44	PP6-ARS-B
ANKRD45	FLJ45235,CT117
ANKRD46	NA
ANKRD49	FLJ20189,FGIF,GBIF
ANKRD50	KIAA1223
ANKRD52	FLJ34236,PP6-ARS-C
ANKRD53	FLJ12056,FLJ36160
ANKRD54	LIAR
ANKRD55	FLJ11795
ANKRD60	C20orf86,bA196N14.3
ANKRD61	NA
ANKRD62	DKFZp779B1634
ANKRD63	NA
ANKRD65	NA
ANKRD66	NA
ANKS1A	ANKS1,KIAA0229
ANKS1B	EB-1,AIDA-1,cajalin-2,ANKS2
ANKS3	KIAA1977,FLJ32345,FLJ32767
ANKS4B	FLJ38819,HARP
ANKS6	SAMD6,ANKRD14,FLJ36928,NPHP16
ANKUB1	C3orf16
ANKZF1	FLJ10415,ZNF744
ANLN	ANILLIN,Scraps,scra
ANO1	ORAOV2,TMEM16A,TAOS2,FLJ10261,DOG1
ANO2	C12orf3,TMEM16B
ANO3	C11orf25,TMEM16C,GENX-3947,DYT23
ANO4	TMEM16D,FLJ34221,FLJ34272,FLJ35277
ANO5	TMEM16E,LGMD2L,GDD1
ANO6	TMEM16F,DKFZp313M0720
ANO7	PCANAP5,TMEM16G,NGEP,PCANAP5L,IPCA-5
ANO8	KIAA1623,TMEM16H
ANO9	TP53I5,TMEM16J,PIG5
ANO10	TMEM16K,FLJ10375,MGC47890,SCAR10
ANP32A	C15orf1,LANP,PP32,I1PP2A,PHAPI,MAPM,mapmodulin
ANP32B	SSP29,PHAPI2,APRIL
ANP32D	PP32R2
ANP32E	LANPL,MGC5350,LANP-L
ANPEP	CD13,PEPN,LAP1,gp150,p150
ANTXR1	TEM8,FLJ21776,FLJ10601,ATR
ANTXR2	CMG2,CMG-2,FLJ31074
ANTXRL	NA
ANXA1	ANX1,LPC1
ANXA2	ANX2,ANX2L4,CAL1H,LPC2D,LIP2
ANXA2R	C5orf39,AXIIR
ANXA3	ANX3
ANXA4	ANX4
ANXA5	ENX2,ANX5
ANXA6	ANX6
ANXA7	ANX7
ANXA8	ANX8
ANXA8L1	ANXA8L2,bA301J7.3,bA145E20.2
ANXA9	ANX31
ANXA10	ANX14
ANXA11	ANX11
ANXA13	ANX13
AOAH	NA
AOC1	ABP1,DAO
AOC2	RAO,DAO2
AOC3	VAP1,HPAO,VAP-1
AOX1	AO,AOH1
AP1AR	C4orf16,PRO0971,2C18,gamma-BAR
AP1B1	ADTB1,CLAPB2,BAM22,AP105A
AP1G1	CLAPG1,ADTG
AP1G2	G2AD
AP1M1	AP47,CLAPM2
AP1M2	HSMU1B,mu2,AP1-mu2
AP1S1	CLAPS1,EKV3,AP19,SIGMA1A,WUGSC:H_DJ0747G18.2
AP1S2	MRX59,MRXS5,PGS,SIGMA1B
AP1S3	NA
AP2A1	CLAPA1,ADTAA
AP2A2	CLAPA2,ADTAB,DKFZP564D1864,HYPJ,KIAA0899,HIP9
AP2B1	ADTB2,CLAPB1
AP2M1	CLAPM1,AP50,mu2
AP2S1	CLAPS2,HHC3,FBHOk,FBH3
AP3B1	ADTB3A,HPS2
AP3B2	NAPTB
AP3D1	ADTD
AP3M1	NA
AP3M2	CLA20,AP47B
AP3S1	CLAPS3
AP3S2	sigma3b
AP4B1	SPG47,BETA-4
AP4E1	AP-4-EPSILON,SPG51
AP4M1	MU-ARP2,MU-4,SPG50
AP4S1	CLA20,AP47B,SPG52
AP5B1	PP1030,AP-5,DKFZp761E198
AP5M1	C14orf108,MUDENG,FLJ10813,MuD,mu5
AP5S1	C20orf29,FLJ11168
AP5Z1	KIAA0415,SPG48,zeta
APAF1	CED4,APAF-1
APBA1	MINT1,D9S411E,X11
APBA2	X11L,MINT2,D15S1518E,LIN-10,MGC:14091,HsT16821
APBA3	X11L2,mint3
APBB1	RIR,Fe65
APBB1IP	INAG1,RIAM
APBB2	FE65L,FE65L1,MGC35575
APBB3	FE65L2
APC	DP2,DP3,DP2.5,PPP1R46
APC2	APCL
APCDD1	B7323
APCDD1L	FLJ90166
APCS	SAP,PTX2,MGC88159
APEH	D3F15S2,DNF15S2,D3S48E
APELA	Ende,ELA,tdl
APEX1	APEX,APE,REF1,HAP1,APX,APEN,REF-1,APE-1
APEX2	APEXL2,APE2,XTH2,ZGRF2
APH1A	APH-1A,CGI-78
APH1B	PSFL,APH-1B,DKFZp564D0372
API5	AAC-11,API5L1,AAC11
APIP	CGI-29,Mmrp19,APIP2
APITD1	CENPS,CENP-S,MHF1,FAAP16
APLF	C2orf13,MGC47799,Xip1,ZCCHH1
APLN	apelin,XNPEP2
APLNR	AGTRL1,FLJ90771,APJ,APJR
APLP1	APLP
APLP2	APPL2,APPH
APMAP	C20orf3,BSCv
APOA1	NA
APOA1BP	AIBP,MGC119143,MGC119144,MGC119145,YJEFN1
APOA2	NA
APOA4	NA
APOA5	RAP3,APOA-V
APOB	NA
APOBEC1	BEDP,CDAR1,APOBEC-1,HEPR
APOBEC2	ARCD1,ARP1
APOBEC3A	ARP3,PHRBN
APOBEC3B	PHRBNL,FLJ21201
APOBEC3C	APOBEC1L,PBI,bK150C2.3,ARDC2,ARDC4,ARP5
APOBEC3D	APOBEC3E,ARP6,APOBEC3DE
APOBEC3F	ARP8,BK150C2.4.MRNA,KA6
APOBEC3G	CEM15,MDS019,dJ494G10.1,FLJ12740,bK150C2.7
APOBEC3H	ARP10
APOBEC4	C1orf169,MGC26594,FLJ25691,RP1-127C7.4
APOBR	APOB48R,APOB100R
APOC1	NA
APOC2	NA
APOC3	NA
APOC4	NA
APOD	NA
APOE	AD2
APOF	NA
APOH	B2G1,BG
APOL1	APOL
APOL2	APOL-II
APOL3	CG12-1,APOLIII
APOL4	APOLIV
APOL5	APOLV
APOL6	APOL-VI,APOLVI
APOLD1	FLJ25138,DKFZP434F0318
APOM	ApoM,G3a,NG20
APOO	FAM121B,MGC4825,My025
APOOL	CXorf33,FAM121A,UNQ8193,AAIR8193
APOPT1	C14orf153,MGC2562,APOP-1
APP	AD1
APPBP2	KIAA0228,Hs.84084,PAT1
APPL1	APPL
APPL2	FLJ10659,DIP13B
APRT	NA
APTX	AXA1,FLJ20157,AOA,AOA1,EAOH,EOAHA
AQP1	CO,CHIP28
AQP2	NA
AQP3	GIL
AQP4	MIWC
AQP5	NA
AQP6	AQP2L
AQP7	AQP7L,AQP9,AQPap
AQP8	NA
AQP9	SSC1,HsT17287
AQP10	NA
AQP11	NA
AQP12A	AQP12
AQP12B	INSSA3
AQR	KIAA0560,fSAP164,IBP160
AR	DHTR,SBMA,AIS,NR3C4,SMAX1,HUMARA
ARAF	ARAF1
ARAP1	CENTD2
ARAP2	CENTD1,PARX
ARAP3	CENTD3,FLJ21065,DRAG1
ARC	KIAA0278,Arg3.1
ARCN1	COPD
AREG	SDGF,AREGB
AREL1	KIAA0317
ARF1	NA
ARF3	NA
ARF4	ARF2
ARF5	NA
ARF6	NA
ARFGAP1	ARF1GAP,FLJ10767,bA261N11.3
ARFGAP2	ZNF289,IRZ,Zfp289,FLJ14576
ARFGAP3	ARFGAP1
ARFGEF1	DKFZP434L057,BIG1,ARFGEP1,p200
ARFGEF2	BIG2
ARFGEF3	C6orf92,KIAA1244,dJ171N11.1,BIG3,PPP1R33
ARFIP1	HSU52521
ARFIP2	POR1
ARFRP1	ARP,Arp1,ARL18
ARG1	NA
ARG2	NA
ARGFX	NA
ARGLU1	FLJ10154
ARHGAP1	RhoGAP,p50rhoGAP,CDC42GAP,Cdc42GAP
ARHGAP4	KIAA0131,C1,p115,RhoGAP4,SrGAP4
ARHGAP5	GFI2,RhoGAP5,p190-B,p190BRhoGAP
ARHGAP6	rhoGAPX-1
ARHGAP8	FLJ20185,BPGAP1
ARHGAP9	MGC1295,10C
ARHGAP10	FLJ20896,FLJ41791,GRAF2
ARHGAP11A	KIAA0013
ARHGAP11B	FAM7B1,B'-T
ARHGAP12	FLJ20737,FLJ10971,FLJ21785
ARHGAP15	BM046
ARHGAP17	RICH1,FLJ10308,NADRIN,FLJ13219,WBP15
ARHGAP18	MacGAP,bA307O14.2
ARHGAP19	FLJ00194,MGC14258
ARHGAP20	KIAA1391
ARHGAP21	KIAA1424,ARHGAP10
ARHGAP22	RhoGAP2
ARHGAP23	KIAA1501
ARHGAP24	DKFZP564B1162,FLJ33877,FilGAP
ARHGAP25	KIAA0053
ARHGAP26	GRAF,KIAA0621,OPHN1L,OPHN1L1
ARHGAP27	SH3D20,CAMGAP1,FLJ43547,SH3P20
ARHGAP28	KIAA1314,FLJ10312
ARHGAP29	PARG1
ARHGAP30	FLJ00267
ARHGAP31	CDGAP
ARHGAP32	GRIT,KIAA0712,MGC1892,RICS,GC-GAP
ARHGAP33	SNX26,FLJ39019,TCGAP
ARHGAP35	GRLF1,GRF-1,p190ARhoGAP,P190A,KIAA1722,p190RhoGAP
ARHGAP36	FLJ30058
ARHGAP39	KIAA1688,Vilse,CrGAP
ARHGAP40	C20orf95,dJ1100H13.4
ARHGAP42	FLJ32810,GRAF3
ARHGAP44	KIAA0672,RICH-2,RICH2
ARHGDIA	GDIA1,RHOGDI
ARHGDIB	RAP1GN1,GDIA2,GDID4,Ly-GDI,RhoGDI2
ARHGDIG	RHOGDI-3
ARHGEF1	P115-RHOGEF,SUB1.5,LBCL2
ARHGEF2	LFP40,GEF-H1,KIAA0651,P40
ARHGEF3	STA3,XPLN,GEF3,DKFZP434F2429
ARHGEF4	STM6,KIAA1112,ASEF
ARHGEF5	TIM,TIM1,GEF5,P60
ARHGEF6	MRX46,alphaPIX,Cool-2,KIAA0006,alpha-PIX,Cool2
ARHGEF7	KIAA0142,PIXB,DKFZp761K1021,Nbla10314,DKFZp686C12170,BETA-PIX,COOL1,P85SPR,P85,P85COOL1,P50BP,PAK3,P50
ARHGEF9	KIAA0424,PEM-2
ARHGEF10	KIAA0294,Gef10
ARHGEF10L	FLJ10521,KIAA1626
ARHGEF11	KIAA0380,GTRAP48,PDZ-RHOGEF
ARHGEF12	KIAA0382,LARG
ARHGEF15	KIAA0915,Vsm-RhoGEF,ARGEF15,FLJ13791,MGC44868
ARHGEF16	NBR,GEF16
ARHGEF17	TEM4,KIAA0337,p164-RhoGEF
ARHGEF18	P114-RhoGEF,KIAA0521,MGC15913
ARHGEF19	FLJ33962,WGEF
ARHGEF25	GEFT,p63RhoGEF
ARHGEF26	DKFZP434D146,SGEF
ARHGEF28	RGNEF,p190RhoGEF,RIP2
ARHGEF33	NA
ARHGEF35	ARHGEF5L,FLJ43692,CTAGE4
ARHGEF37	FLJ41603
ARHGEF38	FLJ20184
ARHGEF39	C9orf100,FLJ14642
ARHGEF40	solo,FLJ10357
ARID1A	C1orf4,SMARCF1,B120,P270,C10rf4,BAF250,BAF250a
ARID1B	KIAA1235,ELD/OSA1,p250R,BAF250b,DAN15,6A3-5
ARID2	KIAA1557,DKFZp686G052,FLJ30619,BAF200
ARID3A	DRIL1,BRIGHT
ARID3B	BDP,DRIL2
ARID3C	NA
ARID4A	RBBP1,RBP1,RBP-1
ARID4B	RBP1L1,BCAA,BRCAA1,SAP180
ARID5A	MRF-1,RP11-363D14
ARID5B	FLJ21150,MRF2
ARIH1	HARI,HHARI,UBCH7BP,ARI
ARIH2	TRIAD1
ARIH2OS	C3orf71
ARL1	ARFL1
ARL2	ARFL2
ARL2BP	RP66,BART1,BART
ARL3	ARFL3
ARL4A	ARL4
ARL4C	ARL7,LAK
ARL4D	ARF4L
ARL5A	ARL5
ARL5B	ARL8
ARL5C	ARL12
ARL6	BBS3,RP55
ARL6IP1	ARL6IP,AIP1,ARMER,KIAA0069,SPG61
ARL6IP4	SR-25,SRp25,SFRS20,SRrp37
ARL6IP5	PRAF3,JWA,GTRAP3-18,DERP11,HSPC127
ARL6IP6	MGC33864
ARL8A	ARL10B,FLJ45195,Gie2
ARL8B	ARL10C,FLJ10702,Gie1
ARL9	NA
ARL10	ARL10A
ARL11	ARLTS1,FLJ33930
ARL13A	ARL13
ARL13B	ARL2L1,DKFZp761H079,JBTS8
ARL14	ARF7,FLJ22595
ARL14EP	C11orf46,FLJ38968,ARF7EP
ARL14EPL	NA
ARL15	ARFRP2,FLJ20051
ARL16	NA
ARL17A	ARF1P2,ARL17P1
ARL17B	ARL17
ARMC1	FLJ10511,Arcp
ARMC2	DKFZp434P0714,bA787I22.1
ARMC3	FLJ32827,CT81
ARMC4	FLJ10817,FLJ10376,DKFZP434P1735,CILD23
ARMC5	FLJ13063
ARMC6	MGC19595
ARMC7	FLJ22160
ARMC8	HSPC056,DKFZP434A043,GID5,VID28
ARMC9	FLJ12584,KIAA1868,ARM,KU-MEL-1
ARMC10	MGC3195,SVH
ARMC12	C6orf81,FLJ25390
ARMCX1	ALEX1,GASP7
ARMCX2	ALEX2,KIAA0512,GASP9
ARMCX3	ALEX3,GASP6
ARMCX4	CXorf35,MGC40053,GASP4
ARMCX5	FLJ12969,GASP5
ARMCX6	FLJ20811,GASP10
ARMS2	LOC387715,ARMD8
ARNT	HIF-1beta,bHLHe2
ARNT2	KIAA0307,bHLHe1
ARNTL	MOP3,JAP3,BMAL1,PASD3,bHLHe5
ARNTL2	BMAL2,MOP9,CLIF,PASD9,bHLHe6
ARPC1A	SOP2Hs,SOP2L,Arc40
ARPC1B	ARC41,p40-ARC,p41-ARC
ARPC2	p34-Arc,ARC34
ARPC3	p21-Arc,ARC21
ARPC4	p20-Arc,ARC20
ARPC5	p16-Arc,ARC16,dJ127C7.3
ARPC5L	MGC3038,ARC16-2
ARPIN	C15orf38,MGC61550
ARPP19	ARPP-19,ARPP-16,ARPP16,ENSAL
ARPP21	ARPP-21,TARPP,R3HDM3
ARR3	ARRX
ARRB1	ARR1
ARRB2	ARR2,BARR2,DKFZp686L0365
ARRDC1	MGC40555
ARRDC2	CLONE24945,PP2703
ARRDC3	KIAA1376
ARRDC4	FLJ36045
ARRDC5	NA
ARSA	NA
ARSB	NA
ARSD	NA
ARSE	CDPX,CDPX1
ARSF	NA
ARSG	KIAA1001
ARSH	NA
ARSI	FLJ16069,SPG66
ARSJ	FLJ23548
ARSK	DKFZp313G1735,TSULF
ART1	ART2,CD296
ART3	NA
ART4	DO,DOK1,CD297
ART5	NA
ARTN	NBN,EVN,ENOVIN
ARV1	NA
ARVCF	NA
ARX	MRXS1,PRTS,MRX76,MRX54,MRX43,MRX36,MRX29,MRX32,MRX33,MRX38,MRX87,ISSX,CT121,EIEE1
AS3MT	CYT19
ASAH1	ASAH,AC,PHP32,FLJ21558
ASAH2	NA
ASAH2B	ASAH2C,bA449O16.3,ASAH2L,bA98I6.3
ASAP1	DDEF1,PAP,KIAA1249,ZG14P,CENTB4
ASAP2	DDEF2,KIAA0400,PAP,SHAG1,CENTB3
ASAP3	DDEFL1,FLJ20199,UPLC1,CENTB6
ASB1	ASB-1
ASB2	ASB-2
ASB3	ASB-3
ASB4	ASB-4
ASB5	NA
ASB6	NA
ASB7	NA
ASB8	MGC5540,FLJ21255
ASB9	DKFZP564L0862,MGC4954,FLJ20636
ASB10	GLC1F
ASB11	DKFZp779E2460
ASB12	FLJ39577
ASB13	FLJ13134,MGC19879
ASB14	DKFZp313L0121
ASB15	FLJ43370
ASB16	FLJ30165
ASB17	NA
ASB18	NA
ASCC1	CGI-18,ASC1p50,Em:AC022392.3
ASCC2	ASC1p100,FLJ21588,DKFZp586O0223
ASCC3	HELIC1,RNAH,ASC1p200,dJ121G13.4,dJ467N11.1
ASCL1	ASH1,HASH1,bHLHa46
ASCL2	ASH2,HASH2,bHLHa45
ASCL3	bHLHa42,HASH3,Sgn1
ASCL4	HASH4,bHLHa44
ASCL5	bHLHa47
ASF1A	DKFZP547E2110,CIA
ASF1B	FLJ10604
ASGR1	CLEC4H1
ASGR2	CLEC4H2
ASH1L	huASH1,ASH1,ASH1L1,KMT2H
ASH2L	ASH2L1,ASH2L2,ASH2,Bre2
ASIC1	ACCN2,BNaC2,hBNaC2
ASIC2	ACCN,ACCN1,ASIC2a,BNC1,BNaC1,hBNaC1,MDEG
ASIC3	ACCN3,TNaC1,DRASIC
ASIC4	ACCN4,BNAC4
ASIC5	ACCN5,INAC,HINAC
ASIP	AGTIL,ASP
ASL	NA
ASMT	HIOMT,ASMTY,HIOMTY
ASMTL	NA
ASNA1	ARSA-I,GET3,TRC40
ASNS	NA
ASNSD1	NS3TP1,FLJ20752,NBLA00058
ASPA	ASP,ACY2
ASPDH	NA
ASPG	C14orf76
ASPH	CASQ2BP1,BAH,JCTN,HAAH
ASPHD1	NA
ASPHD2	FLJ39838
ASPM	MCPH5,Calmbp1,ASP,FLJ10517,FLJ10549
ASPN	FLJ20129,SLRR1C,PLAP1
ASPRV1	Taps,SASPase,FLJ25084
ASPSCR1	ASPS,ASPL,UBXD9,UBXN9
ASRGL1	FLJ22316,ALP1,ALP
ASS1	ASS,CTLN1
ASTE1	HT001
ASTL	ovastacin,SAS1B
ASTN1	ASTN
ASTN2	KIAA0634
ASUN	C12orf11,FLJ10637,NET48,Mat89Bb,SPATA30
ASXL1	KIAA0978
ASXL2	ASXH2,FLJ10898,KIAA1685
ASXL3	KIAA1713
ASZ1	C7orf7,ANKL1,Orf3,GASZ,ALP1,CT1.19
ATAD1	FLJ14600
ATAD2	PRO2000,DKFZp667N1320,MGC5254,MGC29843,CT137
ATAD2B	KIAA1240
ATAD3A	FLJ10709
ATAD3B	TOB3,KIAA1273
ATAD3C	FLJ34599
ATAD5	C17orf41,FLJ12735,FRAG1,ELG1
ATAT1	C6orf134,FLJ13158,Em:AB023049.7,MEC17
ATCAY	NA
ATE1	NA
ATF1	TREB36
ATF2	CREB2,TREB7,CRE-BP1,HB16
ATF3	NA
ATF4	TXREB,TAXREB67,CREB-2
ATF5	NA
ATF6	ATF6A
ATF6B	CREBL1,G13
ATF7	ATFA
ATF7IP	FLJ10688,p621
ATF7IP2	FLJ12668
ATG2A	KIAA0404
ATG2B	C14orf103,FLJ10242
ATG3	APG3L,PC3-96,FLJ22125,MGC15201,DKFZp564M1178
ATG4A	AUTL2,APG4A
ATG4B	APG4B,Apg4B,KIAA0943,DKFZp586D1822,AUTL1
ATG4C	AUTL1,APG4C,FLJ14867,AUTL3
ATG4D	AUTL4,APG4D,APG4-D
ATG5	APG5L,ASP,APG5,hAPG5
